Date - Time,O3(ppm),SO2 (ppm),PM10(ug/m3),PM2.5(ug/m3),Temperatura (ºC),Humedad Relativa (%)
25-01-20,0.014,0.0029,67,15,13.79,78
25-01-20,0.019,0,60,5,14.72,73
25-01-20,0.022,0.0068,29,12,16.41,66
25-01-20,0.023,0.0049,59,28,17.13,63
25-01-20,0.022,0.0071,43,20,17.92,61
25-01-20,0.013,0.0063,87,32,18.23,61
25-01-20,0.01,0.0044,96,50,17.55,66
25-01-20,0.008,0.0047,108,43,17.49,67
25-01-20,0.007,0.0056,113,59,17.47,68
25-01-20,0.007,0.0058,115,61,17.08,71
25-01-20,0.009,0.0051,128,51,16.76,72
25-01-20,0.012,0.0056,124,49,16.67,71
25-01-20,0.012,0.0075,151,58,16.78,71
26-01-20,0.009,0.0119,182,68,16.67,72
26-01-20,0.007,0.0079,180,46,16.46,72
26-01-20,0.006,0.0064,125,56,16.35,73
26-01-20,0.007,0.0062,89,51,16.51,72
26-01-20,0.011,0.0058,78,36,16.65,69
26-01-20,0.013,0.0051,43,9,16.88,65
26-01-20,0.014,0.0066,27,9,17.54,60
26-01-20,0.016,0.0063,21,19,17.38,60
26-01-20,0.018,0.0046,21,6,17.6,58
26-01-20,0.02,0.004,14,11,18.12,55
26-01-20,0.021,0.0038,14,3,18.43,53
26-01-20,0.021,0.0041,14,3,20.62,45
26-01-20,0.031,0.005,19,13,21.92,42
26-01-20,0.035,0.007,13,3,24.6,34
26-01-20,0.044,0.0054,25,9,26.53,29
26-01-20,0.046,0.0039,22,7,27.81,24
26-01-20,0.048,0.003,15,,28.49,19
26-01-20,0.048,0.0028,15,6,28.51,19
26-01-20,0.039,0.0034,13,5,27.46,23
26-01-20,0.031,0.0035,22,10,25.49,25
26-01-20,0.023,0.0031,25,12,22.6,28
26-01-20,0.029,0.0031,19,6,22.37,33
26-01-20,0.024,0.0028,34,10,21.68,39
26-01-20,0.023,0.0028,32,12,20.48,43
27-01-20,0.024,0.003,25,8,18.85,46
27-01-20,0.026,0.0037,25,9,17.82,45
27-01-20,0.028,0.0027,23,14,16.97,49
27-01-20,0.026,0.0028,16,14,16.44,50
27-01-20,0.025,0.0028,15,6,15.78,51
27-01-20,0.026,0.0031,15,8,15.41,53
27-01-20,0.019,0.0028,14,7,14.75,55
27-01-20,0.013,0.0036,14,13,14.76,54
27-01-20,0.006,0.0037,23,8,14.47,54
27-01-20,0.01,0.0032,25,7,14.3,54
27-01-20,0.024,0.0031,35,13,15.48,51
27-01-20,0.025,0.0034,41,7,18.36,41
27-01-20,0.031,0.0052,54,16,23.1,32
27-01-20,0.037,0.0057,34,7,24.41,30
27-01-20,0.048,0.0088,59,22,24.4,32
27-01-20,0.057,0.0112,108,36,25.08,31
27-01-20,0.067,0.0097,110,29,25.38,32
27-01-20,0.063,0.0069,110,20,26.13,31
27-01-20,0.045,0.0078,72,21,26.46,30
27-01-20,0.033,0.0035,48,11,25.68,29
27-01-20,0.029,0.0032,26,10,23.95,36
27-01-20,0.018,0.0031,30,11,23.62,41
27-01-20,0.021,0.0029,45,16,21.83,46
27-01-20,0.02,0.0029,52,20,21.17,49
28-01-20,0.015,0.003,39,11,20.39,53
28-01-20,0.011,0.0033,22,17,19.21,58
28-01-20,0.007,0.0036,32,18,18.2,65
28-01-20,0.008,0.0033,36,25,16.96,74
28-01-20,0.012,0.0036,35,12,15.77,76
28-01-20,0.013,0.0035,32,2,15.21,72
28-01-20,0.012,0.0047,41,9,15.17,67
28-01-20,0.014,0.0064,70,15,15.71,63
28-01-20,0.005,0.0044,48,8,15.68,60
28-01-20,0.006,0.0049,50,10,15.62,64
28-01-20,0.011,0.0047,71,28,17.37,64
28-01-20,0.03,0.006,86,39,19.91,54
28-01-20,0.04,0.0047,79,23,23.35,35
28-01-20,0.045,0.0041,79,9,24.73,30
28-01-20,0.045,0.0039,57,2,25.89,25
28-01-20,0.045,0.0032,52,4,26.93,16
28-01-20,0.042,0.003,136,10,27.07,11
28-01-20,0,0.0028,109,6,27.08,11
,0.017,0,,,,
28-01-20,0.014,0.0178,35,9,24.25,16
28-01-20,0.033,0.0039,39,12,22.48,24
28-01-20,0.037,0.0039,45,13,21.83,28
28-01-20,0.038,0.0035,30,4,20.83,25
28-01-20,0.032,0.0031,38,16,19.04,25
29-01-20,0.03,0.0031,36,2,17.35,27
29-01-20,0.027,0.003,29,16,15.87,31
29-01-20,0.028,0.0041,38,9,14.69,33
29-01-20,0.031,0.0044,40,4,13.87,35
29-01-20,0.029,0.0037,48,6,13.15,37
29-01-20,0.026,0.0034,68,9,12.68,39
29-01-20,0.026,0.0039,37,,12.52,39
29-01-20,0.016,0.0046,28,19,12.31,36
29-01-20,0.02,0.0051,33,23,12.1,36
29-01-20,0.022,0.004,80,20,13.04,33
29-01-20,0.025,0.004,108,25,14.37,30
29-01-20,0.031,0,112,31,15.73,27
29-01-20,0.031,0.0045,107,29,16.41,27
29-01-20,0.037,0.0047,110,27,17.68,25
29-01-20,0.044,0.0052,114,19,18.54,25
29-01-20,0.047,0.0042,112,12,19.41,26
29-01-20,0.048,0.0036,95,18,20.03,25
29-01-20,0.04,0.0028,88,17,20.06,24
29-01-20,0.039,0.0027,72,14,19.25,25
29-01-20,0.035,0.0026,68,11,17.85,25
29-01-20,0.04,0.0026,54,14,17.23,26
29-01-20,0.041,0.0028,51,5,16.81,26
29-01-20,0.038,0.0027,42,8,16.43,27
29-01-20,0.034,0.0027,34,23,16.12,29
30-01-20,0.03,0.0029,37,6,15.68,30
30-01-20,0.025,0.0049,41,10,15.03,29
30-01-20,0.019,0.0067,30,12,13.96,31
30-01-20,0.017,0.0075,27,14,12.9,34
30-01-20,0.021,0.0055,40,13,11.57,40
30-01-20,0.022,0.0066,29,13,10.54,48
30-01-20,0.015,0.0061,37,19,9.98,55
30-01-20,0.011,0.0055,32,18,9.85,59
30-01-20,0.013,0.0052,45,8,9.82,65
30-01-20,0.021,0.0071,38,10,10.27,69
30-01-20,0.029,0.0106,46,21,11.11,68
30-01-20,0.032,0.0137,59,18,12.33,63
30-01-20,0.033,0.0163,64,36,12.58,64
30-01-20,0.031,0.0088,82,39,12.79,64
30-01-20,0.032,0.0087,69,31,13.29,61
30-01-20,0.027,0.0068,58,28,13.93,59
30-01-20,0.022,0.0077,70,29,14.12,60
30-01-20,0.019,0.0065,63,30,13.64,63
30-01-20,0.006,0.0048,66,15,13.19,66
30-01-20,0.004,0.0054,53,19,12.77,68
30-01-20,0.007,0.0049,62,23,12.18,69
30-01-20,0.013,0.0036,61,24,11.79,70
30-01-20,0.005,0.0033,44,17,11.48,71
30-01-20,0.004,0.004,34,12,10.9,73
31-01-20,0.006,0.0057,37,19,10.5,75
31-01-20,0.003,0.0164,46,17,11.22,74
31-01-20,0.004,0.0059,67,16,10.38,75
31-01-20,0.004,0.0041,50,20,9.26,78
31-01-20,0.004,0.0036,36,21,8.84,80
31-01-20,0,0.0033,38,8,8.78,81
31-01-20,0,0.0032,36,17,8.87,81
31-01-20,0,0.0033,35,17,8.13,82
31-01-20,0.005,0.003,44,19,8.04,84
31-01-20,0.008,0.003,40,24,8.29,84
31-01-20,0.009,0.0031,56,28,9.19,82
31-01-20,0.013,0.0031,80,41,10.2,78
31-01-20,0.017,0.0033,79,39,12.13,70
31-01-20,0.025,0.0041,94,65,13.24,64
31-01-20,0.038,0.007,122,38,14.63,59
31-01-20,0.041,0.0072,129,60,15.32,57
31-01-20,0.041,0.0097,112,49,15.78,54
31-01-20,0.034,0.0095,94,34,15.78,54
31-01-20,0.025,0.009,87,32,14.98,58
31-01-20,0.031,0.006,79,46,14.01,63
31-01-20,0.019,0.0121,77,23.08,14.07,70
31-01-20,0.018,0.0049,56,24,12.43,68
31-01-20,0.015,0.0034,50,17,11.51,72
31-01-20,0,0.0037,38,7,11.32,72
01-02-20,0.019,0,,,,
01-02-20,0.018,0.0032,32,11,10.95,68
01-02-20,0.015,0.0031,28,,10.81,66
01-02-20,0.013,0.0035,33,9,10.75,67
01-02-20,0.012,0.0036,42,7,10.49,69
01-02-20,0.008,0.0033,43,17,10.33,71
01-02-20,0.007,0.0031,46,19,9.98,71
01-02-20,0.006,0.003,46,20,9.64,73
01-02-20,0.009,0.0031,53,21,9.57,74
01-02-20,0.013,0.0076,54,22,10.69,73
01-02-20,0.016,0.0095,84,32,13.31,63
01-02-20,0.017,0.0069,83,26,14.61,57
01-02-20,0.025,0.0065,81,26,14.84,53
01-02-20,0.028,0.0058,94,23,16.12,46
01-02-20,0.038,0.0062,71,31,16.84,43
01-02-20,0.04,0.0052,104,30,17.5,41
01-02-20,0.044,0.005,96,29,18.09,39
01-02-20,0.042,0.004,84,23,18.41,36
01-02-20,0.029,0.0039,72,21,18.21,38
01-02-20,0.022,0.0036,61,32,17.11,44
01-02-20,0.013,0.0034,68,21,16.57,41
01-02-20,0.018,0.0033,59,25,16.24,42
01-02-20,0.014,0.0032,67,19,15.25,44
01-02-20,0.007,0.0063,57,20,14.58,45
02-02-20,0.008,0.0095,66,37,13.38,49
02-02-20,0.012,0.0057,91,29,12.33,53
02-02-20,0.008,0.0054,81,29,11.87,53
02-02-20,0.007,0.0071,84,40,11.39,54
02-02-20,0.011,0.0061,83,36,10.87,57
02-02-20,0.009,0.0072,68,30,10.76,56
02-02-20,0.007,0.0098,71,27,10.62,54
02-02-20,0.008,0.0075,77,26,10.7,54
02-02-20,0.018,0.0059,59,23,10.58,55
02-02-20,0.029,0.0063,48,15,12.1,49
02-02-20,0.034,0.0069,37,11,15.52,38
02-02-20,0.047,0.0118,37,21,19.61,29
02-02-20,0.054,0.0072,37,20,20.77,29
02-02-20,0.06,0.0056,45,29,20.91,29
02-02-20,0.064,0.0054,55,29,21.34,29
02-02-20,0.059,0.0058,57,24,20.88,30
02-02-20,0.05,0.0074,61,26,20.63,33
02-02-20,0.046,0.0068,61,25,20.17,36
02-02-20,0.041,0.0053,52,24,19.82,37
02-02-20,0.033,0.0042,52,26,19.22,40
02-02-20,0.032,0.0039,58,28,18.46,43
02-02-20,0.032,0.0038,63,40,17.9,45
02-02-20,0.027,0.0035,51,17,17.56,45
02-02-20,0.011,0.0044,51,27,16.76,48
03-02-20,0.02,0.011,55,26,16.4,50
03-02-20,0.021,0.0063,75,33,15.89,51
03-02-20,0.014,0.006,55,31,15.48,52
03-02-20,0.013,0.0076,54,26,14.87,55
03-02-20,0.018,0.0069,71,41,14.67,55
03-02-20,0.014,0.0066,71,28,14.71,55
03-02-20,0.01,0.0063,83,39,14.16,57
03-02-20,0.009,0.0066,82,39,14.25,57
03-02-20,0.011,0.006,97,6,14.26,56
03-02-20,0.02,0.0062,72,,15.18,54
03-02-20,0.027,0.0061,65,38,18.81,43
03-02-20,0.021,0.0058,93,25,20.86,39
03-02-20,0.024,0.005,70,24,21.91,39
03-02-20,0.038,0.0048,57,10,24.28,37
03-02-20,0.05,0.0051,63,9,25.43,34
03-02-20,0.045,0.0048,80,31,24.65,37
03-02-20,0.044,0.0055,90,12,24.39,36
03-02-20,0.04,0.0112,76,19,23.79,36
03-02-20,0.035,0.0174,75,25,22.95,38
03-02-20,0.018,0.0157,77,36,21.75,41
03-02-20,0.009,0.0111,68,31,20.62,47
03-02-20,0.006,0.0089,69,52,19.5,51
03-02-20,0.012,0.0089,139,35,18.99,53
03-02-20,0.011,0.0088,81,28,19.96,47
04-02-20,0.007,0.0061,59,23,20.46,42
04-02-20,0.006,0.0075,39,15,20.59,39
04-02-20,0.008,0.0068,54,20,20.34,38
04-02-20,0.009,0.0123,46,20,18.71,41
04-02-20,0.008,0.0169,55,21,18.13,41
04-02-20,0.009,0.0189,62,20,17.55,41
04-02-20,0.007,0.0336,91,32,17.07,42
04-02-20,0.007,0.0269,153,39,16.23,43
04-02-20,0.007,0.0187,138,26,16.47,41
04-02-20,0.008,0.0206,141,49,17.01,40
04-02-20,0.014,0.0186,220,51,20.09,33
04-02-20,0.021,0.0168,167,45,23.82,26
04-02-20,0.027,0.0078,107,17,26.25,22
04-02-20,0.033,0.0044,54,5,27.21,20
04-02-20,0.039,0.0035,32,,27.5,18
04-02-20,0.048,0.0037,37,,27.98,18
04-02-20,0.044,0.0034,40,14,28.47,18
04-02-20,0.028,0.0034,39,,28.13,18
04-02-20,0.015,0.0049,39,18,26.84,23
04-02-20,0.014,0.0049,29,10,24.91,26
04-02-20,0.012,0,35,3,23.98,26
04-02-20,0.004,0.0056,31,8,22.73,28
04-02-20,0.004,0.0067,49,26,21.9,30
04-02-20,0.004,0.0109,112,27,21.14,32
05-02-20,0.008,0.0094,90,37,20.27,34
05-02-20,0.005,0.0094,83,26,19.93,35
05-02-20,0.01,0.0151,58,22,19.27,37
05-02-20,0.011,0.016,93,31,18.67,37
05-02-20,0.007,0.0111,58,26,18.66,37
05-02-20,0.003,0.0124,50,16,18.55,38
05-02-20,0.003,0.0155,60,31,19.33,38
05-02-20,0.003,0.0074,73,25,17.58,46
05-02-20,0.005,0.0064,108,19,15.07,50
05-02-20,0.008,0.006,101,32,13.36,55
05-02-20,0.009,0.0055,68,6,12.35,59
05-02-20,0.011,0.0058,66,22,12.35,60
05-02-20,0.012,0.0047,69,23,12.88,57
05-02-20,0.015,0.0046,76,22,12.83,57
05-02-20,0.015,0.0054,67,13,13.65,54
05-02-20,0.019,0.0048,64,16,14.16,53
05-02-20,0.019,0.0039,66,19,14.32,54
05-02-20,0.018,0.0044,51,25,15.13,53
05-02-20,0.013,0.0044,82,12,14.19,54
05-02-20,0.016,0.0049,100,30,13.08,55
05-02-20,0.017,0.0038,51,21,11.5,57
05-02-20,0.017,0.004,164,9,9.92,51
05-02-20,0.015,0.0035,77,,8.53,51
05-02-20,0.013,0.0046,43,2,8.24,51
06-02-20,0.017,0.0054,34,,8.45,51
06-02-20,0.019,0.0057,33,7,7.28,52
06-02-20,0.017,0.005,39,14,6.22,52
06-02-20,0.018,0.0056,42,3,5.74,52
06-02-20,0.013,0.0047,35,,5.54,53
06-02-20,0.003,0.0046,27,,5.18,54
06-02-20,0.004,0.0068,30,2,4.54,56
06-02-20,0.002,0.0069,43,2,4.32,57
06-02-20,0.008,0.0058,41,11,4.43,60
06-02-20,0.018,0.0053,112,4,6.56,55
06-02-20,0.012,0.0056,71,9,11.03,44
06-02-20,0.038,0.0064,104,18,12.02,40
06-02-20,0.043,0.0035,93,30,17.1,23
06-02-20,0.045,0.0026,530,54,19.18,15
06-02-20,0.044,0.0025,580,65,20.3,11
06-02-20,0.046,0.0026,598,51,21.5,8
06-02-20,0.043,0.0026,487,48,21.95,7
06-02-20,0.039,0.0027,199,20,22.55,7
06-02-20,0.023,0.0028,76,10,22.25,7
06-02-20,0.02,0.0031,41,17,20.14,12
06-02-20,0.007,0.0029,54,16,17.66,20
06-02-20,0.002,0.003,55,17,15.91,26
06-02-20,0.004,0.0078,65,23,14.51,32
06-02-20,0.003,0.0062,75,21,13.28,35
07-02-20,0.002,0.006,62,24,12.22,37
07-02-20,0.002,0.0059,60,26,11.55,38
07-02-20,0.004,0.0047,61,16,10.84,41
07-02-20,0.003,0.0044,47,25,10.06,42
07-02-20,0.005,0.0052,52,24,9.6,43
07-02-20,0.005,0.0054,88,25,8.88,45
07-02-20,0.003,0.0065,98,36,8.88,44
07-02-20,0.003,0.0056,101,36,8.85,40
07-02-20,0.012,0.004,73,14,8.78,38
07-02-20,0.021,0.0039,53,10,10.94,32
07-02-20,0.024,0.0034,39,5,14.88,23
07-02-20,0.027,0.0068,49,11,19.28,16
07-02-20,0.032,0.0063,78,37,23.14,12
07-02-20,0.034,0.0071,71,33,22.63,16
07-02-20,0.043,0.0082,121,49,23.58,15
07-02-20,0.051,0.0075,131,45,24.21,14
07-02-20,0.054,0.0061,115,41,24.68,16
07-02-20,0.053,0.0044,97,21,25.05,18
07-02-20,0.033,0.003,71,10,24.42,19
07-02-20,0.019,0.003,31,16,22.04,24
07-02-20,0.015,0.0031,34,9,20.46,29
07-02-20,0.016,0.0032,165,17,19.56,34
07-02-20,0.013,0.0031,204,14,18.25,39
07-02-20,0.011,0.0031,200,16,16.53,40
08-02-20,0.019,0.0036,39,16,15.93,37
08-02-20,0.004,0.0033,61,23,15.05,38
08-02-20,0.01,0.0045,38,23,14.55,41
08-02-20,0.024,0.0038,80,30,14.32,39
08-02-20,0.015,0.003,51,12,14,39
08-02-20,0.023,0.0039,25,18,13.55,42
08-02-20,0.027,0.0037,58,27,13.56,37
08-02-20,0.014,0.0028,23,4,13.16,36
08-02-20,0.011,0.0028,20,11,12.69,38
08-02-20,0.017,0.0032,23,4,15.57,32
08-02-20,0.017,0.0081,65,5,19.02,26
08-02-20,0.025,0.0094,64,41,19.61,37
08-02-20,0.038,0.0078,104,39,20.86,36
08-02-20,0.048,0.0073,110,36,21.7,36
08-02-20,0.057,0.0074,101,30,22.31,37
08-02-20,0.065,0.0065,95,30,23.65,34
08-02-20,0.054,0.0041,93,11,25.05,29
08-02-20,0.052,0.0032,60,4,25.62,30
08-02-20,0.046,0.003,29,2,25.41,31
08-02-20,0.034,0.0031,19,15,23.93,38
08-02-20,0.022,0.0033,25,8,22.91,46
08-02-20,0.022,0.0035,290,21,21.03,65
08-02-20,0.023,0.0036,99,11,20.28,68
08-02-20,0.016,0.0036,54,7,19.8,70
09-02-20,0.016,0.0034,27,26,19.02,74
09-02-20,0.01,0.0034,27,7,18.48,78
09-02-20,0.006,0,25,13,18.13,80
09-02-20,0.008,0.0036,34,13,17.92,82
09-02-20,0.02,0.0041,34,18,17.5,82
09-02-20,0.018,0.0036,149,9,16.62,73
09-02-20,0.016,0.0031,24,,15.99,70
09-02-20,0.011,0.0029,18,5,15.68,68
09-02-20,0.014,0.0028,25,9,15.2,69
09-02-20,0.021,0.0028,24,11,15.77,67
09-02-20,0.03,0.0027,28,18,17.28,61
09-02-20,0.041,0.0035,23,13,19.9,58
09-02-20,0.051,0.0068,51,20,23.5,50
09-02-20,0.054,0.0059,68,14,25.45,43
09-02-20,0.061,0.005,56,24,25.69,45
09-02-20,0.057,0.0056,70,26,26.71,38
09-02-20,0.059,0.0074,51,24,27.3,36
09-02-20,0.047,0.0066,52,23,27.96,34
09-02-20,0.046,0.0052,49,21,27.19,36
09-02-20,0.04,0.0045,57,24,25.92,38
09-02-20,0.027,0.0099,59,22,24.86,41
09-02-20,0.028,0.0228,62,34,24.3,44
09-02-20,0.03,0.0129,81,36,23.67,42
09-02-20,0.025,0.0071,58,28,22.75,43
10-02-20,0.005,0.0052,42,27,22.17,46
10-02-20,0.011,0.0056,45,35,21.18,62
10-02-20,0.022,0.006,148,30,20.47,58
10-02-20,0.031,0.0056,47,12,19.85,46
10-02-20,0.021,0.0035,49,9,19.2,40
10-02-20,0.017,0.0039,28,18,18.51,46
10-02-20,0.007,0.0057,44,23,17.48,51
10-02-20,0.004,0.0061,52,19,16.97,51
10-02-20,0.006,0.0068,61,27,16.46,57
10-02-20,0.011,0.0107,108,39,18.06,51
10-02-20,0.018,0.0116,101,45,21,53
10-02-20,0.029,0.0143,153,51,23.7,43
10-02-20,0.039,0.0083,134,31,25.24,44
10-02-20,0,0.009,111,49,26.61,42
10-02-20,0.081,0,,,,
10-02-20,0.084,0.006,97,33,30.17,32
10-02-20,0.071,0.0042,87,25,31.39,26
10-02-20,0.058,0.0036,57,17,31.46,26
10-02-20,0.053,0.0033,41,18,30.13,27
10-02-20,0.035,0.0039,39,24,28.04,32
10-02-20,0.038,0.0042,41,14,26.79,35
10-02-20,0.035,0.0042,39,17,26.08,37
10-02-20,0.033,0.0038,47,14,25.33,38
10-02-20,0.018,0.0038,29,16,24.98,42
11-02-20,0.01,0,37,20,23.97,48
11-02-20,0.006,0.0042,58,33,23.64,54
11-02-20,0.009,0.004,49,38,22.19,62
11-02-20,0.006,0.004,52,30,21.23,68
11-02-20,0.005,0.0044,39,18,20.33,67
11-02-20,0.002,0.0041,40,,19.57,69
11-02-20,0.002,0.0036,48,26,18.91,71
11-02-20,0.002,0.0039,44,14,18.31,72
11-02-20,0.003,0.0048,43,24,17.93,73
11-02-20,0.007,0.0056,65,36,18.24,72
11-02-20,0.008,0.0051,79,31,18.59,71
11-02-20,0.013,0.0046,62,31,19.39,69
11-02-20,0.016,0.0044,120,41,19.92,66
11-02-20,0.013,0.0041,116,34,19.62,67
11-02-20,0.011,0.0038,102,36,18.91,69
11-02-20,0.011,0.0042,83,21,18.69,69
11-02-20,0.011,0.0042,71,20,18.51,69
11-02-20,0.006,0.004,74,21,16.99,72
11-02-20,0.002,0.0037,63,27,15.47,75
11-02-20,0.002,0.0034,52,9,13.43,82
11-02-20,0.002,0.0029,31,22,12.52,85
11-02-20,0.003,0.0027,25,16,11.88,86
11-02-20,0.004,0.0026,12,,11.51,87
11-02-20,0.002,0.0026,12,,11.11,87
12-02-20,0.002,0.0025,19,,11.05,87
12-02-20,0.002,0.0024,14,,11.18,87
12-02-20,0,0.0026,14,2,11.19,87
12-02-20,0,0.0025,25,6,10.85,87
12-02-20,0,0.0026,29,17,10.87,87
12-02-20,0,0.0026,42,22,11.06,
12-02-20,0,0.0024,54,27,11.16,
12-02-20,0,0.0026,42,15,11.27,86
12-02-20,0.003,0.0026,34,21,11.56,86
12-02-20,0.003,0,31,11,11.92,85
12-02-20,0.003,0.0028,18,8,12.74,83
12-02-20,0.004,0.003,46,41,13.34,78
12-02-20,0.007,0.0029,98,14,12.98,78
12-02-20,0.01,0.003,85,11,14.49,74
12-02-20,0.008,0.0035,94,,15.58,66
12-02-20,0.008,0.0037,91,48,15.16,66
12-02-20,0.006,0.0042,64,30,14.79,66
12-02-20,0.006,0.0054,59,21,14.83,66
12-02-20,0.003,0.0052,67,22,14.32,67
12-02-20,0.002,0.0044,58,21,13.98,67
12-02-20,0.002,0.005,60,26,13.84,69
12-02-20,0.002,0.0042,61,29,13.45,71
12-02-20,0,0.0036,56,23,12.95,74
12-02-20,0.003,0.0033,66,37,12.34,77
13-02-20,0.002,0.004,61,19,12.44,75
13-02-20,0.002,0.0037,59,16,11.99,75
13-02-20,0.002,0.0038,43,17,11.62,74
13-02-20,0,0.0038,32,11,11.33,75
13-02-20,0.004,0.0039,33,21,11.94,75
13-02-20,0.002,0.0048,48,33,11.18,76
13-02-20,0.002,0.0068,151,63,11.03,75
13-02-20,0.003,0.0065,91,36,11.94,68
13-02-20,0.008,0.0063,41,12,12.84,63
13-02-20,0.019,0.0053,29,13,13.1,57
13-02-20,0.025,0.0049,34,12,14.39,49
13-02-20,0.032,0.0043,27,19,15.1,44
13-02-20,0.033,0.0043,52,12,15.65,41
13-02-20,0.039,0.005,45,7,16.64,40
13-02-20,0.042,0.0047,52,11,17.13,41
13-02-20,0.046,0.0041,38,6,17.72,42
13-02-20,0.045,0.0031,37,9,17.88,43
13-02-20,0.039,0.0028,25,7,17.96,42
13-02-20,0.037,0.0026,21,13,17.33,41
13-02-20,0.036,0.0026,22,3,16.23,43
13-02-20,0.04,0.0025,15,3,15.76,42
13-02-20,0.04,0.0025,12,,15.42,41
13-02-20,0.039,0,19,19,14.95,41
13-02-20,0.041,0,14,12,14.54,42
14-02-20,0.04,0,27,11,14.03,43
14-02-20,0.037,0.0029,22,13,12.79,51
14-02-20,0.023,0.0027,29,12,12.17,53
14-02-20,0.016,0.0036,18,14,11.47,60
14-02-20,0.023,0.0039,18,16,10.02,68
14-02-20,0.031,0.0037,40,4,9.86,72
14-02-20,0.028,0.0056,9,3,9.99,70
14-02-20,0.035,0.005,22,,10.03,68
14-02-20,0.029,0.0032,24,7,9.92,68
14-02-20,0.033,0.0029,20,,9.98,69
14-02-20,0.031,0.0028,32,3,10.15,68
14-02-20,0.025,0.0027,25,17,10.71,66
14-02-20,0.022,0.0029,49,18,10.51,69
14-02-20,0.022,0.003,45,28,9.83,74
14-02-20,0.025,0.0034,63,13,9.93,74
14-02-20,0.022,0.0032,25,,10.51,71
14-02-20,0.024,0.0033,64,32,10.59,72
14-02-20,0.03,0.0027,78,18,10.39,74
14-02-20,0.024,0.0025,31,13,9.98,76
14-02-20,0.021,0.0025,7,,10.13,77
14-02-20,0.015,0,21,4,10.44,76
14-02-20,0.014,0.0027,23,,10.76,74
14-02-20,0.019,0.0029,36,5,11.1,72
14-02-20,0.019,0.003,41,5,11.6,70
15-02-20,0.016,0.003,35,20,11.55,70
15-02-20,0.023,0.0034,30,6,11.64,70
15-02-20,0.023,0.0033,35,17,11.76,70
15-02-20,0.021,0.0032,20,15,11.67,71
15-02-20,0.02,0.0032,24,14,11.43,72
15-02-20,0.018,0.0031,25,13,10.87,74
15-02-20,0.013,0.0031,27,13,10.65,75
15-02-20,0.006,0.0032,31,,10.7,76
15-02-20,0.008,0.0041,37,19,10.91,76
15-02-20,0.015,0.0147,37,18,11.87,73
15-02-20,0.026,0.0104,72,29,13.6,67
15-02-20,0.027,0.0075,69,20,15.84,57
15-02-20,0.029,0.0056,55,25,16.47,55
15-02-20,0.03,0.0049,63,20,16.89,55
15-02-20,0.035,0.0055,86,36,17.9,54
15-02-20,0.04,0.0057,87,41,18.21,55
15-02-20,0.036,0.0053,94,30,18.56,54
15-02-20,0.03,0.0058,78,26,19.01,54
15-02-20,0.016,0.0058,77,30,18.54,57
15-02-20,0.012,0.007,69,26,17.7,60
15-02-20,0.014,0.0065,65,33,16.92,63
15-02-20,0.011,0.0048,61,28,15.99,66
15-02-20,0.007,0.0045,65,34,15.55,68
15-02-20,0.004,0.0053,57,32,15.19,69
16-02-20,0.009,0.036,57,57,14.88,69
16-02-20,0.011,0.0072,111,43,14.43,70
16-02-20,0.013,0.0046,68,38,13.92,71
16-02-20,0.013,0.004,60,29,13.74,71
16-02-20,0.011,0.0036,58,33,13.44,72
16-02-20,0.012,0.0036,59,21,12.98,73
16-02-20,0.009,0.0035,62,35,12.8,73
16-02-20,0.011,0.0047,62,28,13.23,73
16-02-20,0.012,0.0049,80,36,13.27,71
16-02-20,0.023,0.0067,55,18,15.33,66
16-02-20,0.034,0.0078,72,30,18.68,55
16-02-20,0.047,0.0098,71,24,20.65,52
16-02-20,0.052,0.0079,54,2,22.12,47
16-02-20,0.073,0.0088,58,19,23.61,43
16-02-20,0.083,0.008,71,12,24.3,40
16-02-20,0.075,0.0081,67,33,25.54,38
16-02-20,0.083,0.0087,68,36,25.38,37
16-02-20,0.072,0.0077,67,25,26.02,37
16-02-20,0.054,0.0092,61,31,25.31,40
16-02-20,0.046,0.0104,58,38,23.62,46
16-02-20,0.048,0.0076,62,24,22.36,50
16-02-20,0.041,0.0054,58,30,21.19,54
16-02-20,0.036,0.0047,53,37,20.67,55
16-02-20,0.026,0.0046,43,26,19.85,57
17-02-20,0.026,0.0043,44,32,18.96,58
17-02-20,0.024,0.0037,59,36,17.84,62
17-02-20,0.029,0.0037,42,27,17.3,64
17-02-20,0.032,0.0034,43,24,16.54,65
17-02-20,0.037,0.0033,44,24,16.27,65
17-02-20,0.033,0.0032,27,18,16.06,62
17-02-20,0.016,0.0033,32,19,16,60
17-02-20,0.012,0.0037,27,19,16.64,59
17-02-20,0.008,0.0034,102,32,16.52,55
17-02-20,0.028,0.0042,42,21,17.82,53
17-02-20,0.033,0.0038,88,21,21.07,44
17-02-20,0.036,0.0047,47,26,23.89,36
17-02-20,0.035,0.0053,64,22,25.3,36
17-02-20,0.064,0.0096,93,40,25.34,41
17-02-20,0.086,0.0098,118,46,26.55,39
17-02-20,0.089,0.007,121,42,28,39
17-02-20,0.081,0.0074,122,26,28.73,37
17-02-20,0.047,0.0065,96,19,28.93,36
17-02-20,0.028,0.0061,81,30,28.12,40
17-02-20,0.013,0.0049,81,21,26.82,45
17-02-20,0.013,0.0053,60,21,25.4,50
17-02-20,0.013,0.0042,57,18,24.48,52
17-02-20,0.016,0.0034,43,19,23.55,54
