Date - Time,O3(ppm),SO2 (ppm),PM10(ug/m3),PM2.5(ug/m3),Temperatura (ºC),Humedad Relativa (%)
12-03-20,0.076,0.0084,139,54,27.23,45
12-03-20,0.08,0.0077,125,53,27.6,45
12-03-20,0.079,0.0081,140,46,27.78,44
12-03-20,0.052,0.0089,131,37,28.5,43
12-03-20,0.05,0.0119,109,39,29.01,40
12-03-20,0.025,0.0096,87,31,28.91,38
12-03-20,0.017,0.0062,72,27,27.86,41
12-03-20,0.013,0.0044,59,25,26.59,46
12-03-20,0.018,0.0037,62,25,25.03,51
12-03-20,0.003,0.0035,64,26,24.22,53
13-03-20,0.002,0.0049,52,28,23.59,56
13-03-20,0.003,0.0066,80,30,22.33,63
13-03-20,0.011,0.0068,65,24,21.49,67
13-03-20,0.009,0.0048,63,11,20.59,71
13-03-20,0.006,0.0042,50,15,19.79,73
13-03-20,0.004,0.0036,53,24,19.29,74
13-03-20,0.003,0.0047,56,13,19.58,73
13-03-20,0.002,0.0096,86,28,19.61,71
13-03-20,0.005,0.0079,108,39,20.51,68
13-03-20,0.013,0.0065,106,21,22.59,64
13-03-20,0.019,0.0082,91,30,25.33,53
13-03-20,0.031,0.0099,133,40,26.7,50
13-03-20,0.059,0.0123,149,49,27.33,48
13-03-20,0.082,0.011,160,42,28.13,45
13-03-20,0.097,0.0091,131,20,29.81,38
13-03-20,0.099,0.0088,135,31,30.95,35
13-03-20,0.068,0.0182,125,33,31.47,34
13-03-20,0.06,0.0117,126,40,32.03,31
13-03-20,0.04,0.0052,90,25,31.73,32
13-03-20,0.025,0.0039,77,24,30.73,33
13-03-20,0.016,0.0035,50,24,29.41,38
13-03-20,0.015,0.0034,64,13,28.54,39
13-03-20,0.012,0.0033,61,39,26.51,51
13-03-20,0.013,0.0048,87,39,25.14,62
14-03-20,0.015,0.0051,87,21,24.49,63
14-03-20,0.016,0.0054,87,43,23.12,68
14-03-20,0.014,0.0052,97,39,22.26,72
14-03-20,0.016,0.0046,89,31,21.87,73
14-03-20,0.016,0.0041,90,33,21.77,73
14-03-20,0.006,0.0035,88,31,21.22,76
14-03-20,0.004,0.0034,83,34,20.78,77
14-03-20,0.007,0.0038,97,37,20.58,77
14-03-20,0.009,0.0039,115,37,21.08,77
14-03-20,0.015,0.0038,104,33,21.82,74
14-03-20,0.024,0.0053,109,37,22.97,70
14-03-20,0.039,0.0046,132,61,24.19,64
14-03-20,0.058,0.0041,113,59,25.39,59
14-03-20,0.071,0.0043,112,56,26.56,55
14-03-20,0.074,0.0046,114,52,27.99,49
14-03-20,0.092,0.0059,103,46,29.05,46
14-03-20,0.084,0.0064,111,49,30.25,42
14-03-20,0.077,0.0066,93,54,30.26,38
14-03-20,0.064,0.0063,92,39,30.35,39
14-03-20,0.037,0.0047,85,41,29.73,39
14-03-20,0.031,0.0035,73,34,28.76,42
14-03-20,0.017,0.0034,56,25,28.31,43
14-03-20,0.013,0.0042,66,26,27.25,46
14-03-20,0.009,0.0044,75,30,25.7,55
15-03-20,0.011,0.0057,65,32,24.07,63
15-03-20,0.015,0.0078,67,14,23.1,66
15-03-20,0.012,0.0058,66,13,22.81,66
15-03-20,0.006,0.0049,57,18,21.48,72
15-03-20,0.011,0.0055,53,22,20.83,77
15-03-20,0.018,0.0059,72,19,20.67,78
15-03-20,0.011,0.0047,61,17,20.57,78
15-03-20,0.007,0.0044,67,21,20.81,78
15-03-20,0.011,0.0055,67,23,20.71,78
15-03-20,0.014,0.0048,74,31,20.44,80
15-03-20,0.014,0.0038,66,34,20.11,83
15-03-20,0.019,0.0033,62,24,20.29,84
15-03-20,0.023,0.0036,74,25,21.55,79
15-03-20,0.027,0.0033,75,19,22.58,70
15-03-20,0.032,0.003,62,8,23.29,66
15-03-20,0.031,0.0028,57,17,23.71,63
15-03-20,0.029,0.0027,67,28,23.49,64
15-03-20,0.03,0.0025,63,37,23.02,67
15-03-20,0.029,0.0024,48,10,23.46,64
15-03-20,0.027,0.0025,37,20,23.86,60
15-03-20,0.026,0.0024,42,22,24.14,58
15-03-20,0.025,0.0023,47,32,23.28,61
15-03-20,0.024,0.0024,51,19,22.67,62
15-03-20,0.017,0.0024,52,4,22,66
16-03-20,0.011,0,47,13,20.94,72
16-03-20,0.015,0.0028,25,21,19.95,77
16-03-20,0.018,0.0028,44,21,19.58,79
16-03-20,0.019,0.0026,35,15,19.16,82
16-03-20,0.02,0.0025,43,13,18.52,84
16-03-20,0.02,0.0023,14,13,18.39,85
16-03-20,0.016,0.0023,26,2,18.4,86
16-03-20,0.014,0,20,2,18.32,86
16-03-20,0.012,0,26,16,18.29,87
16-03-20,0.018,0,26,4,18.41,87
16-03-20,0.021,0,28,9,19.05,85
16-03-20,0.023,0.0024,38,,20.36,79
16-03-20,0.018,0.0025,39,10,21.39,72
16-03-20,0.015,0.0028,35,23,20.8,75
16-03-20,0.019,0.0033,48,19,20.94,76
16-03-20,0.02,0.0032,59,6,21.73,72
16-03-20,0.021,0.0028,41,11,21.78,73
16-03-20,0.019,0.0026,18,,22.17,70
16-03-20,0.018,0.0025,21,,22.29,69
16-03-20,0.014,0.0024,31,11,22.01,69
16-03-20,0.008,0.0024,40,6,21.73,70
16-03-20,0.008,0.0023,27,23,21.14,72
16-03-20,0.003,0.0023,49,9,21.17,72
16-03-20,0.003,0.0024,42,20,20.78,74
17-03-20,0.002,0.0025,38,18,20.17,76
17-03-20,0.002,0.0035,43,23,20.77,74
17-03-20,0.009,0.0033,56,29,20.65,75
17-03-20,0.01,0.0031,34,14,20.42,76
17-03-20,0.004,0.0029,49,20,19.87,77
17-03-20,0.003,0.0039,46,17,19.11,79
17-03-20,0.002,0.0037,54,20,18.68,81
17-03-20,0.002,0.0032,46,30,19.13,81
17-03-20,0.006,0.0031,60,37,19.19,83
17-03-20,0.007,0.0046,68,20,19.34,81
17-03-20,0.012,0.0059,50,17,20.4,75
17-03-20,0.021,0.0079,56,20,21.31,71
17-03-20,0.035,0.0065,63,16,22.95,65
17-03-20,0.053,0.0054,53,27,24.72,57
17-03-20,0.054,0.0054,59,31,26.5,
17-03-20,0.053,0.005,69,19,27.61,47
17-03-20,0.05,0.0043,60,21,28.42,45
17-03-20,0.044,0.0038,60,29,28.26,45
17-03-20,0.038,0.0032,56,19,27.96,44
17-03-20,0.038,0.0029,40,12,27.91,43
17-03-20,0.029,0.0027,32,14,27.05,46
17-03-20,0.02,0.0026,41,18,26.03,53
17-03-20,0.012,0.0026,55,21,24.6,61
17-03-20,0.013,0.0029,46,19,23.1,68
18-03-20,0.012,0.0031,54,16,22.43,71
18-03-20,0.011,0.0031,39,33,21.74,75
18-03-20,0.004,0.0034,65,26,21.31,77
18-03-20,0.01,0.0029,54,33,20.43,81
18-03-20,0.014,0.0027,41,8,19.85,84
18-03-20,0.003,0.0026,30,19,19.49,85
18-03-20,0.002,0.0029,58,37,19.47,85
18-03-20,0.002,0.0038,79,24,19.4,86
18-03-20,0.005,0.0038,78,25,19.39,86
18-03-20,0.007,0.0033,60,23,20.61,85
18-03-20,0.012,0.0031,57,6,22.15,78
18-03-20,0.021,0.003,46,9,23.51,69
18-03-20,0.031,0.003,57,8,24.52,63
18-03-20,0.035,0.0032,57,21,25.08,62
18-03-20,0.038,0.0037,67,18,26.21,59
18-03-20,0.04,0.0039,56,21,26.78,57
18-03-20,0.041,0.0034,54,16,27.57,53
18-03-20,0.04,0.003,53,10,28.18,50
18-03-20,0.035,0.0027,50,18,28.14,50
18-03-20,0.031,0.0026,46,20,27.33,52
18-03-20,0.034,0.0025,55,27,26.54,54
18-03-20,0.033,0.0024,47,13,26.44,54
18-03-20,0.035,0.0024,50,18,26.01,55
18-03-20,0.017,0,53,13,25.33,58
19-03-20,0.014,0.003,50,19,23.88,62
19-03-20,0.013,0.0031,50,29,22.5,68
19-03-20,0.012,0.0031,68,19,21.74,70
19-03-20,0.009,0.003,56,24,21.22,73
19-03-20,0.007,0.003,43,14,20.37,76
19-03-20,0.006,0.0029,54,17,19.69,77
19-03-20,0.002,0.0029,49,21,19.4,78
19-03-20,0.004,0.0036,85,15,19.01,78
19-03-20,0.007,0.0042,66,21,19.66,77
19-03-20,0.014,0.0062,115,36,22.43,68
19-03-20,0.022,0.0066,139,28,24.37,60
19-03-20,0.045,0.0058,91,34,26.17,53
19-03-20,0.062,0.0056,111,33,27.96,48
19-03-20,0.072,0.0058,96,20,30.07,39
19-03-20,0.071,0.0061,93,17,31.74,33
19-03-20,0.063,0.0068,75,19,32.38,32
19-03-20,0.055,0.0072,76,26,33.17,28
19-03-20,0.046,0.0048,72,13,33.27,25
19-03-20,0.043,0.0034,56,24,32.57,28
19-03-20,0.041,0.0031,52,24,31.17,32
19-03-20,0.045,0.0028,46,15,30.46,34
19-03-20,0.04,0.0027,53,19,29.51,39
19-03-20,0.024,0.0027,39,22,28.49,44
19-03-20,0.009,0.003,42,16,27.4,49
20-03-20,0.013,0.0062,51,42,26.1,57
20-03-20,0.016,0.0052,66,33,25.21,61
20-03-20,0.009,0.004,64,19,24.51,63
20-03-20,0.01,0.0039,68,31,23.51,67
20-03-20,0.013,0.0036,67,20,22.84,69
20-03-20,0.011,0.0034,73,28,22.59,71
20-03-20,0.015,0.0033,70,31,22.14,72
20-03-20,0.008,0.0042,67,17,21.85,72
20-03-20,0.014,0.0048,53,23,22.14,72
20-03-20,0.016,0.0041,52,37,22.85,70
20-03-20,0.015,0.0034,80,40,23.22,69
20-03-20,0.016,0.0031,77,38,22.84,70
20-03-20,0.012,0.003,89,24,22.75,70
20-03-20,0.016,0.0034,75,18,22.98,70
20-03-20,0.021,0.0034,78,25,22.77,69
20-03-20,0.019,0.0033,57,14,22.79,65
20-03-20,0.011,0.003,43,16,21.19,71
20-03-20,0.006,0.0027,47,24,20.01,80
20-03-20,0.005,0.0027,45,12,19.95,79
20-03-20,0.015,0,39,12,18.78,83
20-03-20,0.021,0.0025,32,7,18.05,85
20-03-20,0.027,0.0024,24,11,17.88,86
20-03-20,0.021,0.0024,34,12,17.6,86
20-03-20,0.023,0,20,,17.32,86
21-03-20,0.021,0,18,,16.46,87
21-03-20,0.01,0,18,,15.94,87
21-03-20,0.017,0.0025,17,,15.71,88
21-03-20,0.023,0.0025,24,,15.27,88
21-03-20,0.023,0.0024,16,2,14.72,88
21-03-20,0.017,0.0025,17,,14.56,88
21-03-20,0.014,0.0026,16,8,14.62,88
21-03-20,0.011,0.0025,21,18,14.8,88
21-03-20,0.007,0.0029,18,,14.91,88
21-03-20,0.008,0.0028,20,,15.01,89
21-03-20,0.01,0.0027,20,12,15.25,89
21-03-20,0.009,0.0027,14,8,15.45,88
21-03-20,0.009,0.0026,24,10,15.85,87
21-03-20,0.011,0.0026,14,10,15.6,86
21-03-20,0.013,0.0028,23,14,16.11,84
21-03-20,0.006,0.0029,36,5,16.94,79
21-03-20,0.006,0.0033,36,31,15.85,82
21-03-20,0.004,0.0042,50,19,15.36,84
21-03-20,0.002,0.0041,41,20,15.13,85
21-03-20,0.002,0.0042,39,31,15.01,86
21-03-20,0.003,0.0055,36,15,14.82,86
21-03-20,0.005,0.0051,52,21,14.67,86
21-03-20,0.002,0.0047,47,24,14.41,87
21-03-20,0.002,0.0035,32,4,14.28,87
22-03-20,0.002,0.0033,28,15,14.32,87
22-03-20,0,0.0034,28,13,14.21,88
22-03-20,0,0.0032,25,24,14.11,88
22-03-20,0,0.003,25,2,14.19,88
22-03-20,0.003,0.0029,18,2,14.24,88
22-03-20,0.002,0.0029,21,13,14.19,88
22-03-20,0.002,0.003,29,25,14.13,88
22-03-20,0.002,0.0032,47,28,14.16,88
22-03-20,0.003,0.0033,51,26,14.34,
22-03-20,0.004,0.0031,57,41,14.66,
22-03-20,0.006,0.0034,69,30,15.29,
22-03-20,0.011,0.0037,59,31,16.63,86
22-03-20,0.016,0.0036,64,27,18.11,76
22-03-20,0.026,0.0031,47,40,18.76,69
22-03-20,0.037,0.0028,72,44,19.54,67
22-03-20,0.034,0.0031,93,55,19.68,66
22-03-20,0.035,0.0048,83,40,20.99,62
22-03-20,0.029,0.0051,101,59,21.06,63
22-03-20,0.031,0.0049,91,54,20.23,68
22-03-20,0.022,0.0055,76,32,19.7,71
22-03-20,0.018,0.0057,59,25,19.15,75
22-03-20,0.016,0.006,61,33,18.55,77
22-03-20,0.009,0.0059,61,18,18.3,79
22-03-20,0.016,0.0056,51,25,18.11,80
23-03-20,0.016,0.0048,61,14,18.07,80
23-03-20,0.018,0.004,52,14,18.17,80
23-03-20,0.016,0.0034,52,15,17.93,81
23-03-20,0.016,0.0031,51,21,17.8,82
23-03-20,0.01,0.0029,57,10,17.72,82
23-03-20,0.005,0.0029,46,15,17.63,82
23-03-20,0.003,0.0027,50,13,17.23,83
23-03-20,0.003,0.0028,54,15,17.2,84
23-03-20,0.007,0.0028,56,28,17.41,85
23-03-20,0.009,0,76,42,18.41,83
23-03-20,0.017,0,77,38,19.79,76
23-03-20,0.023,0.0029,73,40,21.6,67
23-03-20,0.033,0.0029,91,43,21.92,65
23-03-20,0.046,0.0032,93,59,22.33,64
23-03-20,0.063,0.0047,134,62,23.58,60
23-03-20,0.084,0.0083,126,59,25.08,56
23-03-20,0.087,0.009,144,60,25.68,54
23-03-20,0.075,0.0072,132,58,26.24,53
23-03-20,0.051,0.0082,123,43,26.52,53
23-03-20,0.036,0.0063,97,32,25.81,55
23-03-20,0.025,0.0045,78,29,24.95,58
23-03-20,0.028,0.0038,67,11,24.36,59
23-03-20,0.019,0.0032,50,9,23.58,62
23-03-20,0.012,0.004,57,12,23.34,62
24-03-20,0.013,0.0159,83,32,22.52,65
24-03-20,0.016,0.006,96,43,21.48,69
24-03-20,0.018,0.0049,77,27,21.15,70
24-03-20,0.016,0.0042,67,9,20.51,70
24-03-20,0.01,0.0037,53,21,19.53,72
24-03-20,0.004,0.0033,56,31,19.03,74
24-03-20,0.003,0.0038,59,20,19.26,74
24-03-20,0.005,0.0057,102,44,20.3,71
24-03-20,0.012,0.0072,140,45,21.99,64
24-03-20,0.029,0.0061,133,31,23.82,62
24-03-20,0.035,0.0078,82,13,27.31,44
24-03-20,0.064,0.0073,86,24,29.19,42
24-03-20,0.074,0.0074,122,40,30.07,42
24-03-20,0.081,0.0056,139,23,31.58,38
24-03-20,0.077,0.0052,86,14,33.22,32
24-03-20,0.069,0.0046,69,8,34.08,29
24-03-20,0.062,0.004,61,12,34.4,27
24-03-20,0.062,0.0036,64,20,34.42,25
24-03-20,0.062,0.0044,59,18,34.22,27
24-03-20,0.04,0.0052,60,36,32.14,35
24-03-20,0.036,0.0038,64,18,30.35,37
24-03-20,0.037,0.0032,45,8,29.4,38
24-03-20,0.038,0.003,59,12,28.49,41
24-03-20,0.035,0.003,25,12,27.64,44
25-03-20,0.038,0.0029,35,9,26.49,49
25-03-20,0.043,0.0028,30,13,25.61,52
25-03-20,0.037,0.0027,32,11,25.4,54
25-03-20,0,0.0026,39,12,23.95,59
25-03-20,0.029,0,,,,
25-03-20,0.019,0.0064,27,8,22.94,62
25-03-20,0.016,0.0142,69,23,22.36,64
25-03-20,0.016,0.0051,65,23,21.62,64
25-03-20,0.029,0.0047,46,12,22.67,62
25-03-20,0.038,0.0044,46,4,26.07,50
25-03-20,0.05,0.0048,53,17,29.15,43
25-03-20,0.063,0.0042,59,24,29.59,45
25-03-20,0.088,0.0063,56,18,30.76,43
25-03-20,0.085,0.0069,78,27,31.77,40
25-03-20,0.068,0.0073,80,25,33.11,36
25-03-20,0.062,0.0061,79,21,34.31,32
25-03-20,0.052,0.0041,74,13,34.96,29
25-03-20,0.039,0.0035,72,18,35.51,28
25-03-20,0.032,0.0052,59,34,34.42,33
25-03-20,0.026,0.0051,86,16,32.9,35
25-03-20,0.028,0.0038,65,27,31.68,36
25-03-20,0.028,0.0039,54,17,30.92,37
25-03-20,0.023,0.0032,46,17,28.99,46
25-03-20,0.017,0.0038,58,21,27.32,51
26-03-20,0.012,0.0085,67,22,25.42,57
26-03-20,0.01,0.0096,62,19,24.01,62
26-03-20,0.008,0.0082,57,32,22.55,69
26-03-20,0.005,0.0072,65,21,21.83,72
26-03-20,0.004,0.0074,68,28,21.35,74
26-03-20,0.006,0.0068,66,29,20.88,76
26-03-20,0.004,0.0052,59,18,20.45,76
26-03-20,0.005,0.0049,61,17,20.16,77
26-03-20,0.012,0.0049,60,38,20.92,78
26-03-20,0.019,0.0059,86,32,23.93,70
26-03-20,0.03,0.0068,104,35,25.15,63
26-03-20,0.047,0.0059,104,53,26.38,59
26-03-20,0.07,0.0106,132,75,27.64,56
26-03-20,0.093,0.0132,177,69,28.74,52
26-03-20,0.093,0.0121,157,61,30.16,48
26-03-20,0.068,0.01,125,39,31.58,42
26-03-20,0.057,0.0058,104,21,33.35,35
26-03-20,0.056,0.0041,72,17,35.03,26
26-03-20,0.051,0.0037,68,21,35.22,24
26-03-20,0.044,0.0037,54,36,33.98,29
26-03-20,0.038,0.0036,59,26,32.57,30
26-03-20,0.037,0.0034,54,17,31.39,30
26-03-20,0.036,0.0031,62,17,29.99,31
26-03-20,0.024,0.0031,54,21,28.41,34
27-03-20,0.015,0.0077,52,15,28.07,33
27-03-20,0.014,0.0085,63,22,26.33,40
27-03-20,0.014,0.006,53,24,24.65,48
27-03-20,0.014,0.0048,45,21,23.44,51
27-03-20,0.012,0.0046,52,25,22.61,54
27-03-20,0.006,0.0048,51,10,21.95,56
27-03-20,0.005,0.0044,48,37,21.4,59
27-03-20,0.007,0.0051,58,21,21.24,60
27-03-20,0.011,0.0061,60,26,22.05,60
27-03-20,0.016,0.0127,68,26,24.54,53
27-03-20,0.024,0.0094,109,41,26.04,48
27-03-20,0.05,0.0181,126,33,27.79,42
27-03-20,0.075,0.0186,125,37,30.15,35
27-03-20,0.096,0.0176,115,23,32.67,26
27-03-20,0.088,0.0132,116,31,34.31,21
27-03-20,0.078,0.0114,96,24,35.14,20
27-03-20,0.079,0.0132,83,38,35.53,19
27-03-20,0.06,0.0152,92,31,35.63,21
27-03-20,0.052,0.007,94,25,35.26,21
27-03-20,0.039,0.0043,69,26,34.11,23
27-03-20,0.038,0.0063,60,24,33.3,23
27-03-20,0.034,0.0051,64,23,31.62,26
27-03-20,0.013,0.0045,49,21,30.73,28
27-03-20,0.007,0.0068,39,,28.75,48
28-03-20,0.009,0.0082,102,47,26.57,61
28-03-20,0.006,0.0073,82,36,25.1,68
28-03-20,0.006,0.0075,106,37,24.76,69
28-03-20,0.003,0.0067,88,35,24.3,71
28-03-20,0.003,0.0064,108,38,24.19,71
28-03-20,0.006,0.008,99,38,24.4,68
28-03-20,0.006,0.0134,148,31,24.92,57
28-03-20,0.009,0.0114,94,33,24.59,54
28-03-20,0.023,0.0118,94,33,25.56,49
28-03-20,0.027,0.0075,91,4,30.35,17
28-03-20,0.041,0.0075,95,23,31.66,14
28-03-20,0.045,0.0037,109,14,33.05,11
28-03-20,0.05,0.0029,72,14,33.82,10
28-03-20,0.048,0.0042,72,17,34.09,16
28-03-20,0.045,0.0057,70,30,32.15,29
28-03-20,0.048,0.0057,145,37,29.96,41
28-03-20,0.049,0.0054,93,25,30,41
28-03-20,0.045,0.005,98,26,30.16,39
28-03-20,0.042,0.004,78,29,28.96,38
28-03-20,0.041,0.0033,83,22,27.12,37
28-03-20,0.042,0.003,75,16,26.15,40
28-03-20,0.044,0.0029,70,16,25.19,41
28-03-20,0.045,0.0029,55,,24.53,40
28-03-20,0.042,0,60,23,24.19,38
29-03-20,0.04,0.0031,78,21,23.89,39
29-03-20,0.037,0.0048,62,24,23.16,53
29-03-20,0.039,0.0061,57,26,22.15,60
29-03-20,0.038,0.005,59,28,22.04,60
29-03-20,0.035,0.004,48,11,21.58,64
29-03-20,0.031,0.0035,34,23,20.51,68
29-03-20,0.024,0.0032,44,24,19.18,75
29-03-20,0.024,0.0037,38,9,18.71,76
29-03-20,0.024,0.0036,44,24,18.89,76
29-03-20,0.028,0.0037,41,5,19.1,72
29-03-20,0.03,0.0035,40,17,19.54,71
29-03-20,0.03,0.0039,52,21,19.99,68
29-03-20,0.024,0.0044,40,9,20.04,68
29-03-20,0.027,0.0062,52,26,20.08,66
29-03-20,0.03,0.006,66,14,20.08,65
29-03-20,0.033,0.0047,46,16,19.04,71
29-03-20,0.032,0.0039,46,17,17.87,78
29-03-20,0.032,0.0031,43,27,17.42,81
29-03-20,0.028,0.0029,35,15,17.03,83
29-03-20,0.022,0.0026,48,20,17.24,83
29-03-20,0.016,0.0027,32,13,17.31,83
29-03-20,0.02,0.0027,48,27,16.92,83
29-03-20,0.018,0.0028,55,17,16.78,81
29-03-20,0.014,0.0032,57,19,16.77,79
30-03-20,0.02,0.0035,63,40,16.69,79
30-03-20,0.015,0.0036,57,20,16.61,79
30-03-20,0.015,0.0045,77,37,16.44,80
30-03-20,0.01,0.0066,84,22,16.38,81
30-03-20,0.009,0.0085,67,24,16.52,82
30-03-20,0.011,0.0108,79,35,16.63,82
30-03-20,0.005,0.007,85,50,16.61,83
30-03-20,0.004,0.0045,92,48,16.27,85
30-03-20,0.006,0.0049,103,49,16.49,85
30-03-20,0.011,0.006,129,63,18.13,83
30-03-20,0.017,0.0075,131,67,20,76
30-03-20,0.027,0.0103,127,75,21.74,65
30-03-20,0.043,0.0084,135,68,22.65,62
30-03-20,0.052,0.0067,105,49,23.89,58
30-03-20,0.074,0.0138,99,57,25.04,54
30-03-20,0.072,0.0163,144,69,25.68,52
30-03-20,0.073,0.0154,133,61,26.31,52
30-03-20,0.079,0.0164,126,47,26.72,51
30-03-20,0.058,0.0104,110,40,26.42,52
30-03-20,0.039,0.0076,99,33,25.93,55
30-03-20,0.025,0.0065,93,32,25.15,58
30-03-20,0.018,0.0052,86,27,24.29,62
30-03-20,0.014,0.0045,86,31,23.64,65
30-03-20,0.02,0.0057,85,21,23.02,67
31-03-20,0.016,0.0081,88,26,22.87,66
31-03-20,0.015,0.0075,86,41,22.77,66
31-03-20,0.013,0.0071,101,36,22.76,67
31-03-20,0.008,0.0058,101,41,21.98,70
31-03-20,0.005,0.0049,85,37,21.36,73
31-03-20,0.003,0.0043,99,39,20.79,75
31-03-20,0.003,0.0042,98,35,20.68,76
31-03-20,0.009,0.0043,127,36,20.56,76
31-03-20,0.027,0.0049,97,21,21.26,73
31-03-20,0.041,0.0061,62,,23.45,56
31-03-20,0.047,0.0044,43,,25.43,37
31-03-20,0.052,0.0034,39,,26.16,32
31-03-20,0.055,0.0033,40,5,26.65,30
31-03-20,0.06,0.0036,49,5,27.22,27
31-03-20,0.062,0.0041,45,4,28.05,23
31-03-20,0.069,0.0046,36,9,28.67,23
31-03-20,0.069,0.0042,46,11,29.15,24
31-03-20,0.057,0.0039,52,24,29.08,28
31-03-20,0.051,0.0043,68,24,28.08,31
31-03-20,0.051,0.0033,46,8,27.34,23
31-03-20,0.054,0.0029,36,2,26.62,23
31-03-20,0.051,0.0026,29,,26.03,23
31-03-20,0.048,0.0025,27,2,25.11,24
31-03-20,0,0.0025,22,17,24.13,26
01-04-20,0.046,0,,,,
01-04-20,0.028,0.0027,25,10,23.36,29
01-04-20,0.033,0.0046,26,,21.15,49
01-04-20,0.033,0.0067,54,7,20.61,40
01-04-20,0.032,0.008,43,16,19.89,40
01-04-20,0.033,0.0095,44,8,18.96,54
01-04-20,0.035,0.0078,33,17,18.12,68
01-04-20,0.029,0.0059,41,3,17.89,68
01-04-20,0.029,0.0044,31,22,18.18,69
01-04-20,0.032,0.0039,48,29,18.76,67
01-04-20,0.033,0.0043,58,10,19.55,66
01-04-20,0.037,0.0061,57,18,19.94,66
01-04-20,0.042,0.0059,63,15,20.92,63
01-04-20,0.049,0.0058,46,17,21.78,60
01-04-20,0.045,0.0044,50,8,23.16,55
01-04-20,0.046,0.0034,51,9,23.69,53
01-04-20,0.047,0.0032,55,15,24.5,52
01-04-20,0.045,0.0029,63,16,24.56,53
01-04-20,0.041,0.0029,46,12,24.82,53
01-04-20,0.036,0.0027,43,19,24.6,54
01-04-20,0.044,0.0027,53,20,24.1,56
01-04-20,0.04,0,44,6,24.21,55
01-04-20,0.033,0.0026,40,18,23.2,63
01-04-20,0.028,0.0025,39,24,22.18,70
02-04-20,0.03,0.0027,39,35,21.67,73
02-04-20,0.017,0.0028,56,23,21.51,75
02-04-20,0.01,0.0039,48,32,21,78
02-04-20,0.009,0.0054,69,15,20.8,81
02-04-20,0.012,0.0058,74,21,20.86,81
02-04-20,0.021,0.0047,68,20,20.87,81
02-04-20,0.014,0.0045,59,14,20.98,76
02-04-20,0.006,0.0034,35,23,21.11,74
02-04-20,0.012,0.0032,64,29,21.42,80
02-04-20,0.019,0.0046,63,19,23.84,71
02-04-20,0.025,0.0049,77,14,25.61,61
02-04-20,0.032,0.0042,79,34,25.67,62
02-04-20,0.053,0.0047,70,38,25.64,62
02-04-20,0.071,0.0058,101,48,26.33,59
02-04-20,0.067,0.0059,100,41,27.28,55
02-04-20,0.062,0.0059,89,44,28.33,52
02-04-20,0.056,0.0058,78,29,29.12,49
02-04-20,0.047,0.0041,76,15,29.93,46
02-04-20,0.042,0.0034,51,10,29.92,45
02-04-20,0.036,0.003,41,28,28.85,48
02-04-20,0.023,0.0029,49,28,27.95,50
02-04-20,0.026,0.004,50,26,27.43,50
02-04-20,0.018,0.0035,62,25,26.88,52
02-04-20,0.015,0.003,57,45,25.21,65
03-04-20,0.014,0.0028,79,30,23.45,74
03-04-20,0.005,0.0028,33,21,22.96,76
03-04-20,0.005,0.0034,71,23,22.45,78
03-04-20,0.004,0.0035,63,21,22.04,80
03-04-20,0.004,0.0041,74,25,22.07,80
03-04-20,0.006,0.0047,92,20,22.01,80
03-04-20,0.002,0.0046,93,23,21.93,80
03-04-20,0.003,0.0046,90,20,21.95,81
03-04-20,0.004,0.0055,95,14,22.24,80
03-04-20,0.004,0.0058,108,40,22.82,78
03-04-20,0.005,0.0046,104,39,22.7,77
03-04-20,0.009,0.0035,121,65,22.09,82
03-04-20,0.019,0.0041,101,21,22.9,80
03-04-20,0.028,0.005,85,14,24.38,72
03-04-20,0.029,0.0041,76,28,25.38,68
03-04-20,0.031,0.0043,67,25,25.86,66
03-04-20,0.028,0.0055,80,34,26.15,64
03-04-20,0.023,0.0053,80,16,26.81,61
03-04-20,0.024,0.0039,69,28,26.3,63
03-04-20,0.026,0.0032,64,22,25.65,63
03-04-20,0.02,0.0028,59,35,24.89,66
03-04-20,0.008,0.0028,52,20,24.52,68
03-04-20,0.013,0.0036,67,32,24.14,69
03-04-20,0.013,0.0038,66,23,23.93,70
04-04-20,0.017,0.0037,71,29,23.45,72
04-04-20,0.018,0.0033,74,37,22.6,78
04-04-20,0.018,0.0029,59,19,22.57,77
04-04-20,0.019,0.0027,51,23,22.06,80
04-04-20,0.017,0.0026,54,27,21.89,82
04-04-20,0.017,0.0025,59,20,21.35,84
04-04-20,0.01,0.0025,48,,20.28,85
04-04-20,0.007,0.0024,31,7,19.61,85
04-04-20,0.006,0.0025,41,,18.45,86
04-04-20,0.005,0.0024,28,17,18.14,86
04-04-20,0.005,0.0027,46,13,18.24,87
04-04-20,0.004,0.0028,54,4,19.02,85
04-04-20,0.007,0.0033,49,31,19.89,81
04-04-20,0.012,0.0036,96,43,20.55,77
04-04-20,0.018,0.0038,78,25,21.28,73
04-04-20,0.017,0.0039,68,13,22,69
04-04-20,0.014,0.0037,45,18,21.86,69
04-04-20,0.015,0.004,49,20,21.33,68
04-04-20,0.01,0.0033,39,14,18.99,72
04-04-20,0.007,0.0031,28,4,16.66,81
04-04-20,0.013,0.0031,28,12,16.14,82
04-04-20,0.022,0.0029,37,33,16.06,82
04-04-20,0.028,0.0029,21,,16.16,79
04-04-20,0.022,0.0027,20,,15.48,82
05-04-20,0.02,0.0024,13,,14.9,86
