Lon,Lat,Clave,Edo,Est,Tmax
-99.4,17.57,TXTGR,GRO,Tixtla Gro.,30.12903226
-99.52,17.58,AERGR,GRO,Aeropuerto de Chilpancingo Gro.,29.84230769
-99.5,17.6,ODZGR,GRO,Observatorio de Zumpango Gro.,28.51935484
-99.18,17.61,CHLGR,GRO,Chilapa Gro.,26.74090909
-99.7,17.67,CCHGR,GRO,Chichihualco Gro.,30.82580645
-98.74,17.78,OLNGR,GRO,Olinala Gro.,37.96428571
-99.98,17.79,TLAGR,GRO,Tlacotepec Gro.,20.51935484
-101.54,17.86,ZHTGR,GRO,Zihuatanejo Gro.,36.32
-98.49,17.9,XXHGR,GRO,Xochihuehuetl·n Gro.,33.4862069
-99.55,18.35,IGLGR,GRO,Iguala Gro.,32.2
-100.66,18.36,CALGR,GRO,Ciudad Altamirano Gro.,34.67857143
-100.27,18.38,VGRGR,GRO,Vicente Guerrero Gro.,37.98275862
-101,18.42,LCLGR,GRO,La Calera Gro.,32.6
-99.4,18.46,BVSGR,GRO,Buena Vista Gro.,28.01612903
-99.37,17.47,MCHGR,GRO,Mochitl·n Gro.,28.19047619
-99.91,16.82,ACAPULCOMAR,GRO,Acapulco Gro. SEMAR*,34.41851852
-98.84,17.41,CRUCERODEL,GRO,Crucero de L. Gro. ProtecciÛn Civil*,19.63
-100.5,18.15,AJCGR,GRO,Ajuchitl·n Gro.,25.28571429
-99.23,16.76,LASVIGAS,GRO,Las Vigas Gro. ProtecciÛn Civil*,34.61333333
-99.75,16.76,ACAPULCOob,GRO,Observatorio de Acapulco Gro. SMN*,32.67916667
-100.44,17.21,ATOYAC,GRO,Atoyac Gro. SMN*,37.34333333
-101.06,17.27,PTOVICENTEMAR,GRO,Puerto Vicente Gro. SEMAR*,31.50434783
-99.5,17.55,CHILPANCINGOob,GRO,Observatorio de Chilpancingo Gro. SMN*,29.668
-101.55,17.64,ZIHUATANEJO,GRO,Zihuatanejo Gro. SMN*,34.69666667
-102.12,17.98,PETACALCO,GRO,Petacalco Gro. SMN*,31.83333333
-99.47,18.3,VTRGR,GRO,Valerio Trujano Gro.,31.97931034
-101.47,21.07,COMGJ,GTO,Comanjilla Gto.,24.94516129
-101.22,21.48,SFEGJ,GTO,San Felipe Gto.,19.45806452
-100.36,20.2,CORGJ,GTO,Coroneo Gto.,23.41935484
-101.11,21.32,LQMGJ,GTO,La Quemada Gto.,20.5
-100.5,21.22,POZGJ,GTO,Pozos Gto.,21.01
-101.02,20.43,SMAGJ,GTO,San Miguel de Allende Gto.,22.66129032
-100.75,20.58,SMOGJ,GTO,San Miguel Octopan Gto.,24.46551724
-100.72,20.03,ACNGJ,GTO,Ac·mbaro Gto.,24.32258065
-100.67,20.05,SLSGJ,GTO,SolÌs Gto.,24.12580645
-100.52,20.13,JCRGJ,GTO,JerÈcuaro Gto.,26.91935484
-100.9,20.28,ECBGJ,GTO,El Cubo Gto.,22.96666667
-100.88,20.21,SLVGJ,GTO,Salvatierra Gto.,25.5483871
-101.36,20.28,LJIGJ,GTO,Las JÌcamas Gto.,24.08064516
-100.75,20.28,TARGJ,GTO,Tarimoro Gto.,23.96774194
-101.07,20.29,LDYGJ,GTO,Laguna de Yuriria Gto.,23.51935484
-101.07,20.3,SRTGJ,GTO,Santa Rita Gto.,23.37741935
-101.18,20.39,VDSGJ,GTO,Valle de Santiago Gto.,24.51724138
-101.02,20.4,SJLGJ,GTO,Santa Julia Gto.,24.93870968
-101.52,20.43,ABSGJ,GTO,Abasolo Gto.,25.29677419
-101.74,20.44,GLNGJ,GTO,La Golondrina Gto.,22.80645161
-100.62,20.45,APSGJ,GTO,Apaseo el Alto Gto.,23.69354839
-100.95,20.48,CRTGJ,GTO,Cort·zar Gto.,24.79032258
-101.63,20.5,ATBGJ,GTO,Agua Tibia Gto.,25.20967742
-101.13,20.52,PERGJ,GTO,Pericos Gto.,24.61666667
-100.82,20.53,CLYGJ,GTO,Celaya Gto.,25.5
-100.68,20.53,AEGGJ,GTO,Apaseo el Grande Gto.,26.77419355
-100.58,20.55,AMCGJ,GTO,Ameche Gto.,23.5
-101.2,20.57,SLMGJ,GTO,Salamanca Gto.,25.51612903
-101.3,20.6,TEMGJ,GTO,TemascatÌo Gto.,26.18387097
-101.67,20.62,CRMGJ,GTO,Cuer·maro Gto.,25.72258065
-101.84,20.68,LADGJ,GTO,Las Adjuntas Gto.,24.06666667
-101.35,20.68,IRPGJ,GTO,Irapuato Gto.,23.41935484
-101.37,20.73,ECNGJ,GTO,El Conejo Gto.,25.43793103
-100.83,20.85,IALGJ,GTO,Ignacio Allende Gto.,24.32903226
-101.29,20.87,PRSGJ,GTO,La PurÌsima Gto.,25.53333333
-100.9,20.95,CSRGJ,GTO,Cinco SeÒores Gto.,23.79032258
-101.26,21.01,GTOGJ,GTO,Guanajuato Gto.,22.78387097
-101.83,21.05,BRRGJ,GTO,El Barrial Gto.,24.06896552
-101.67,21.1,LENGJ,GTO,LeÛn Gto.,24
-100.93,21.15,DHGGJ,GTO,Dolores Hidalgo Gto.,26.97419355
-101.69,21.17,EPLGJ,GTO,El Palote Gto.,24.32580645
-101.67,21.2,CSTGJ,GTO,Los Castillos Gto.,25.11
-101.63,21.29,BARBOSA,GTO,Barbosa Gto. ProtecciÛn Civil*,20.26
-100.09,21.3,XICGJ,GTO,Xich˙ Gto.,25.22666667
-100.52,21.3,SLPGJ,GTO,San Luis de la Paz Gto.,24.11666667
-101.52,21.63,OCMGJ,GTO,Ocampo Gto.,19.61290323
-100.87,20.38,LGVGJ,GTO,Presa la Gavia Gto.,25.80645161
-101.63,20.51,CORRALEJO,GTO,Corralejo Hidalgo Gto. ProtecciÛn Civil*,26.00322581
-102,20.8,FRIAS,GTO,FrÌas Gto. ProtecciÛn Civil*,24.3483871
-100.82,20.85,PALGJ,GTO,Presa Allende Gto. SMN*,23.21935484
-101.2,20.9,ECHGJ,GTO,El ChapÌn Gto.,25.43548387
-101.25,21.02,GUANAJUATOob,GTO,Observatorio de Guanajuato Gto. SMN*,24.504
-100.88,21.1,PNLGJ,GTO,PeÒuelitas Gto.,22.87037037
-100.5,21.22,MINERALPOZOS,GTO,Mineral de Pozos Gto. ProtecciÛn Civil*,17.22
-99.83,21.32,SGORDAII,GTO,Sierra Gorda 2 Gto. SMN*,19.43666667
-99.31,19.96,PRQHD,HGO,Requena Hgo.,24.45
-98.33,20.06,PERHD,HGO,La Esperanza Hgo.,22.08
-98.37,20.08,TLGHD,HGO,Tulancingo Hgo.,22.83666667
-98.75,20.12,PCOHD,HGO,Observatorio de Pachuca Hgo.,22.61724138
-99.36,20.16,ENDHD,HGO,EndhÛ Hgo.,23.96666667
-99.22,20.24,MXQHD,HGO,Mixquiahuala Hgo.,23.93548387
-98.94,20.27,ACTHD,HGO,Actopan Hgo.,24.48387097
-99.33,20.36,PRGHD,HGO,Javier Rojo GÛmez Hgo.,24.61612903
-99.38,20.44,PVAHD,HGO,Vicente Aguirre Hgo.,24.89677419
-99.22,20.48,IXMHD,HGO,Ixmiquilpan Hgo.,23.83333333
-98.76,20.59,LMTHD,HGO,Metztitl·n Hgo.,28.93333333
-98.65,20.65,ZXTHD,HGO,Zacualtip·n Hgo.,21.16666667
-99.5,20.66,ZMPHD,HGO,Ing. Fernando Hiriart Balderrama Hgo.,24.58888889
-98.33,21.02,ATCHD,HGO,Atlapexco Hgo.,27.85416667
-98.42,21.15,HJTHD,HGO,Huejutla Hgo.,27.51666667
-98.6,21.17,ORZHD,HGO,San Felipe Orizatl·n Hgo.,24.36111111
-98.47,19.73,ITESAAPAN,HGO,ITESA-Apan Hgo. SMN*,20.80645161
-98.36,20.08,TULANCINGOob,HGO,Observatorio de Tulancingo Hgo. SMN*,21.34615385
-98.72,20.19,ELCHICO,HGO,El Chico Hgo. SMN*,16.47931034
-98.97,20.28,ACTOPAN,HGO,Actopan Hgo. OCAVM*,23.71481481
-99.32,20.36,PROJOGOMEZ,HGO,Presa Rojo GÛmez Hgo. OCAVM*,21.55483871
-99.22,20.87,MARMOLES,HGO,Los M·rmoles Hgo. SMN*,15.15357143
-98.37,21.15,HUEHD,HGO,Huejutla Hgo. SMN*,26.925
-98.27,19.97,TEZONCUALPA,HGO,Tezoncualpa Hgo. OCAVM*,17.1875
-98.08,20.46,HHTHD,HGO,Huehuetla Hgo.,26.04761905
-103.42,20.44,TLAJOMULCO,JAL,Tlajomulco Jal. SMN*,24.65806452
-103.4,18.97,TRJCM,JAL,Solidaridad Jal.,34.15
-104.57,19.23,CIHJL,JAL,Cihuatl·n Jal.,35.08333333
-103.47,19.7,CGZJL,JAL,Ciudad Guzm·n Jal.,26.17586207
-104.06,19.91,BBAJL,JAL,Basilio Vadillo Jal.,32.86666667
-104.37,19.98,TMLJL,JAL,RamÛn Corona Madrigal General Jal.,25.75862069
-105.13,20,CPEJL,JAL,CajÛn de PeÒa Jal.,29.98387097
-103.2,20.29,LDCJL,JAL,Lago de Chapala Jal.,23.51612903
-102.71,20.29,JMYJL,JAL,Jamay Jal.,23.28333333
-103.09,20.4,ATQJL,JAL,Atequiza Jal.,27.67391304
-103.65,20.47,HRTJL,JAL,Hurtado Jal.,25.5
-102.25,20.48,HUAJL,JAL,Huascato Jal.,24.93103448
-104.05,20.55,RAMJL,JAL,RÌo Ameca Jal.,26.80357143
-105.05,20.58,CULJL,JAL,Cuale Jal.,29.15
-103.32,20.58,TLAJL,JAL,Tlaquepaque Jal.,26.53846154
-103.36,20.58,PITJL,JAL,ProtecciÛn a Infraestructura y AtenciÛn a Emergencias Jal.,25.21481481
-103.85,20.6,VEGJL,JAL,Ing. Santiago Camarena Jal.,27.21666667
-103.37,20.67,GUAJL,JAL,Guadalajara Centro Jal.,24.27419355
-103.39,20.71,GUCJL,JAL,Guadalajara los Colomos Jal.,24.67741935
-103.33,20.73,EXPJL,JAL,La Experiencia Jal.,26.13793103
-103.45,20.75,BAZJL,JAL,Base AÈrea Zapopan Jal.,23.55
-103.45,21.07,CXTJL,JAL,Cuixtla Jal.,30.5
-102.85,21.13,CUNJL,JAL,La CuÒa Jal.,29.56521739
-102.5,21.3,SGRJL,JAL,San Gaspar de los Reyes Jal.,24.15862069
-101.85,21.35,SAUJL,JAL,La Sauceda Jal.,24.44230769
-101.92,21.36,LDMJL,JAL,Lagos de Moreno Jal.,25.97222222
-102.58,21.45,TCAJL,JAL,Teocaltiche Jal.,26.30322581
-101.74,21.5,CRTJL,JAL,El Cuarenta Jal.,24.36206897
-102.44,21.6,AJJJL,JAL,Ajoj˙car Jal.,25.46666667
-103.2,22.17,TENJL,JAL,Tenasco Jal.,24.36956522
-102.77,19.29,CHLMC,JAL,ConstituciÛn de Apatzing·n Jal.,36.61666667
-103.78,21.83,BLNJL,JAL,BolaÒos Jal.,30.1
-103.25,22.13,CLTJL,JAL,Colotl·n Jal.,25.46451613
-103.23,22.33,ACHZC,JAL,Achimec Jal.,23.13793103
-103.73,22.4,BCSJL,JAL,Bocas Jal.,25.48275862
-101.92,21.37,OLMJL,JAL,Observatorio de Lagos de Moreno Jal.,25.43103448
-104.29,19.85,ELCJL,JAL,El Corcovado Jal.,30.25
-104.78,20.48,CRNJL,JAL,Corrinchis Jal.,23.86875
-103.92,19.46,SMANANTLANI,JAL,Sierra Manatl·n 1 Jal. SMN*,19.18064516
-105.04,19.5,CHAMELA,JAL,Chamela-Cuixmala Jal. SMN*,31.78
-103.59,19.59,NEVADOCOLIMA,JAL,Nevado de Colima Jal. SMN*,12.54666667
-103.46,19.73,CDGUZMANob,JAL,Observatorio de Ciudad Guzm·n Jal. SMN*,26.40909091
-105.13,20,RIOTOMATLAN,JAL,RÌo Tomatl·n Jal. SMN*,30.10666667
-103.03,20.17,TZPJL,JAL,Tizap·n Jal.,23.71071429
-103.42,20.27,JOCJL,JAL,Jocotepec Jal. SMN*,21.89333333
-103.2,20.29,CHAJL,JAL,Chapala 1 Jal. SMN*,22.47333333
-103.39,20.71,GUADALAJARAob,JAL,Observatorio de Guadalajara  Jal. SMN*,24.328
-104.25,20.83,IXTLANRIO,JAL,Ixtl·n del RÌo Nay. SMN*,27.77419355
-101.94,21.35,LMORENOob,JAL,Observatorio de Lagos de Moreno Jal. SMN*,24.42
-103.27,22.11,COLOTLANob,JAL,Observatorio de Colotl·n Jal. SMN*,25.50434783
-99.24,19.53,CLYMX,MEX,Calacoaya MÈx.,21.67241379
-100.28,19.1,TROMX,MEX,Trojes MÈx.,21.41935484
-98.87,19.19,SLAMX,MEX,San Luis Ameca MÈx.,21.46451613
-99.51,19.2,CGCMX,MEX,Gerencia Conagua CODAGEM MÈx.,21
-99.76,19.24,SJHMX,MEX,San Juan de las Huertas MÈx.,19.96551724
-99.71,19.29,TOLUCAob,MEX,Observatorio de Toluca MÈx. SMN*,20.372
-99.28,19.45,PTLMX,MEX,Presa Totolica MÈx.,20.65
-99.24,19.45,EMOMX,MEX,El Molinito RÌo Hondo MÈx.,24.43333333
-99.78,19.46,PIRMX,MEX,Ignacio RamÌrez MÈx.,19.34782609
-99.7,19.47,SBBMX,MEX,JosÈ Antonio Alzate MÈx.,19.70967742
-99.22,19.48,MBLMX,MEX,Molino Blanco MÈx.,22.88709677
-98.88,19.48,CHPMX,MEX,Chapingo MÈx.,24.46774194
-99.22,19.57,ARBMX,MEX,Las Arboledas MÈx.,23.49032258
-98.92,19.58,GRDMX,MEX,La Grande MÈx.,21.78387097
-99.19,19.62,OBSMX,MEX,San MartÌn Obispo MÈx.,18.56
-99.05,19.63,K27MX,MEX,km 27+250 MÈx.,22.63225806
-98.86,19.64,SNLMX,MEX,San Lucas Mex.,22.28333333
-99.96,19.66,TPTMX,MEX,San AndrÈs Tepetitl·n MÈx.,17.48387097
-99.3,19.7,CNPMX,MEX,La ConcepciÛn MÈx.,21.93548387
-99.18,19.74,PCGMX,MEX,Puente Colgante MÈx.,21.09032258
-99.87,19.78,ATPMX,MEX,Atlacomulco Prepa. MÈx.,20.55833333
-99.56,19.88,DNXMX,MEX,DanxhÛ MÈx.,20.13548387
-99.12,19.9,TTQMX,MEX,Tajo de Tequixquiac Mex.,22.40322581
-99.86,20.04,PNDMX,MEX,—adÛ MÈx.,19.63666667
-99.7,20.05,HPNMX,MEX,Huapango MÈx.,17.6
-99.74,20.12,PMNMX,MEX,El Molino MÈx.,18.73333333
-99.42,18.99,OCUMX,MEX,Ocuil·n de Arteaga Mex.,22.95
-99.63,19.29,COBMX,MEX,Observatorio del Estado de MÈxico MÈx.,20.97083333
-99.28,19.45,TTLMX,MEX,Totolica hidromÈtricas MÈx.,22.55172414
-98.91,19.53,SADMX,MEX,San AndrÈs MÈx.,21.9
-98.91,19.54,ATEMX,MEX,Atenco MÈx.,24.61290323
-99.39,19.83,TXMHD,MEX,Taxhimay MÈx.,24.22580645
-99.47,18.8,CHDMX,MEX,Colonia Hidalgo Mex.,29.81818182
-99.65,19.3,RECMX,MEX,RectorÌa MÈx.,18.31666667
-99.7,19.33,CALMX,MEX,Calixtlahuaca MÈx.,21.44
-99.8,19.63,SMLMX,MEX,Santa MarÌa del Llano MÈx.,23.71935484
-99.79,19.83,PFBMX,MEX,Francisco JosÈ Trinidad Fabela MÈx.,18.76666667
-99.94,18.93,TESMX,MEX,Texcaltitl·n MÈx.,21
-99.8,19.33,TBRMX,MEX,Tres Barrancas MÈx.,19.98387097
-98.9,19.44,TJCMX,MEX,El Tejocote MÈx.,21.60416667
-99.77,19.57,IXCMX,MEX,Ixtlahuaca MÈx.,21.68181818
-99.74,19.59,SLBMX,MEX,San Bartolo del Llano MÈx.,19.17096774
-99.68,19.12,NEVMX,MEX,Nevado de Toluca MÈx. SMN*,7.503448276
-98.66,19.12,ALTZOMONI,MEX,Altzomoni Mex. SMN*,10.71333333
-99.96,19.21,CDEPIEDRAS,MEX,Corral de Piedras Mex. SMN*,14.91935484
-100.14,19.31,DONATOGUERRA,MEX,Donato Guerra Mex. SMN*,15.56
-98.88,19.33,IXTAPALUCA,MEX,Ixtapaluca MÈx. OCAVM*,22.46333333
-100.08,19.38,VALLEDEBRAVO,MEX,Valle de Bravo MÈx. SGT*,20.0483871
-99.24,19.47,CCHN,MEX,Colegio de Ciencias y Humanidades Naucalpan MÈx. UNAM*,21.89375
-98.89,19.49,CHAPINGO,MEX,Chapingo MÈx. SGT*,22.54
-98.83,19.5,SANCTORUM,MEX,Sanctorum MÈx. OCAVM*,15.53684211
-99.27,19.52,PREMX,MEX,Presa MadÌçn MÈx. SMN*,21.37096774
-99.97,19.54,CDELCERRILLO,MEX,Centro del Cerrillo Mex. OCAVM*,21.71612903
-99.52,19.57,CCAMX,MEX,Cerro Catedral MÈx. SMN*,11.3037037
-99.87,19.78,ATLMX,MEX,Atlacomulco MÈx. SMN*,19.95483871
-101.66,19.93,AMEMC,MICH,Aristeo Mercado Mich.,25.48214286
-102.21,18.02,MLCMC,MICH,Melchor Ocampo L. C. Mich.,37.08695652
-102.18,18.05,VILMC,MICH,JosÈ MarÌa Morelos y PavÛn Mich.,34.5
-101.88,18.27,INFMC,MICH,Infiernillo Mich.,35.92857143
-100.9,18.5,CMNMC,MICH,Caimanera Mich.,35.13636364
-102.2,18.8,LPSMC,MICH,La PastorÌa Mich.,35.35714286
-101.93,18.92,ZICMC,MICH,Zicuir·n Mich.,36.22580645
-102.37,19.08,APATZINGAN,MICH,Apatzing·n Mich. SMN*,35.612
-102.37,19.08,APTMC,MICH,Apatzing·n Mich.,34.74137931
-102.87,19.21,LOLMC,MICH,Los Olivos Mich.,36.56666667
-101.05,19.49,PDBMC,MICH,Planta de Bombeo Mich.,24.93548387
-101.45,19.55,VJIMC,MICH,Villa JimÈnez Mich.,24.34
-100.61,19.58,AGOMC,MICH,Agostitl·n Mich.,18.875
-100.68,19.62,PUCMC,MICH,Pucuato Mich.,20.17142857
-101.26,19.63,COIMC,MICH,CoÌntzio Mich.,24.70967742
-101.18,19.69,MORMC,MICH,Morelia Mich.,24.22580645
-101.2,19.7,MNOMC,MICH,Morelia Norte Mich.,24.69333333
-101.1,19.7,MCEMC,MICH,Morelia Centro Mich.,24.01612903
-100.55,19.7,CHIMC,MICH,Ciudad Hidalgo Mich.,22.35483871
-101.8,19.81,ZCAMC,MICH,Zacapu Mich.,27.136
-100.87,19.83,MLPMC,MICH,MalpaÌs Mich.,24.75
-102.65,19.84,SJUMC,MICH,San Juanico Mich.,25.42857143
-100.83,19.86,ZINMC,MICH,ZinapÈcuaro Mich.,23.87727273
-100.44,19.89,MRVMC,MICH,MaravatÌo Mich.,25.22580645
-102.14,19.96,UREMC,MICH,Urepetiro Mich.,23.39032258
-102.32,19.96,ORAMC,MICH,Orandino Mich.,24.84074074
-100.45,19.97,EGIMC,MICH,El Gigante Mich.,24.77419355
-102.27,19.97,CHAMC,MICH,Chaparaco Mich.,24.024
-100.23,20,TEPMC,MICH,Tepuxtepec Mich.,20.25483871
-102.28,20.01,ZAMMC,MICH,Zamora Mich.,27.32758621
-100.41,19.84,LDFMC,MICH,Laguna del Fresno Mich.,23.765
-102.72,20.07,SAHMC,MICH,Sahuayo Mich.,26.89333333
-102.4,20.1,SSIMC,MICH,San SimÛn Mich.,26.75806452
-101.72,20.13,ANGMC,MICH,Angamacutiro Mich. SMN*,24.33225806
-101.72,20.13,MOCMC,MICH,Melchor Ocampo Mich.,24.62068966
-102.75,20.15,LPAMC,MICH,La Palma Mich.,23.66
-101.86,20.21,CORMC,MICH,Corrales Mich.,26.89285714
-101.99,20.23,ADUMC,MICH,Adjuntas Mich.,25.92592593
-101.63,20.25,LANMC,MICH,Los ¡ngeles Mich.,26.09230769
-101.6,20.3,PORMC,MICH,Pastor Ortiz Mich.,24.35806452
-102.44,20.3,DGNMC,MICH,De Gonzalo Mich.,27.44137931
-101.46,20.32,CBLMC,MICH,Casa Blanca Mich.,26.21666667
-102.24,20.34,YURMC,MICH,YurÈcuaro Mich.,28.12903226
-102,20.35,LPDMC,MICH,La Piedad Mich.,31.05172414
-102.6,19.96,JARMC,MICH,Jaripo Mich.,26.22962963
-102.54,19.98,GUAMC,MICH,Guaracha Mich.,28.05769231
-102.42,20.18,BIBMC,MICH,Barraje de Ibarra Mich.,26.67
-102.46,20.21,SCRMC,MICH,San CristÛbal Mich.,26.2
-102.13,18.85,LPNMC,MICH,Los Panches Mich.,33.56954545
-102.18,17.94,LCARDENASMAR,MICH,L·zaro C·rdenas Mich. SEMAR*,31.54666667
-101.93,18.92,PZICUIRAN,MICH,Presa Zicuir·n Mich. SMN*,33.85
-102.08,19.42,URUAPAN,MICH,Uruapan Mich. SMN*,24.05666667
-100.29,19.54,MMONII,MICH,Mariposa Monarca 2 Mich. SMN*,15.63666667
-100.28,19.67,MMONARCAI,MICH,Mariposa Monarca 1 Mich. SMN*,13.30666667
-101.2,19.7,MORELIAob,MICH,Observatorio de Morelia Mich. SMN*,23.625
-100.3,19.77,TMUMC,MICH,Tercer Mundo Mich.,20.09
-99.32,18.63,PIXMR,MOR,Puente de Ixtla Mor.,32.28
-98.76,18.88,OCTMR,MOR,Ocuituco Mor.,25.34
-99.1,18.79,TICMR,MOR,Ticum·n Mor.,27.024
-98.83,18.95,ACHMR,MOR,Achichipico Mor.,24.332
-98.7,18.88,HUEMR,MOR,Hueyapan Mor.,21.42857143
-99.04,18.58,SPHMR,MOR,San Pablo Hidalgo Mor.,34.80357143
-99.02,18.44,HUTMR,MOR,Huautla Mor.,30.82758621
-99.31,18.49,TILMR,MOR,Tilzapotla Mor.,30.80434783
-99.19,18.52,XICMR,MOR,Xicatlacotla Mor.,34.81481481
-99.18,18.57,HIGMR,MOR,HiguerÛn Mor.,29.41935484
-98.84,18.6,TPLMR,MOR,Tepalcingo Mor.,30.59677419
-99.4,18.6,AMCMR,MOR,Amacuzac Mor.,32.15517241
-99.2,18.6,JOJMR,MOR,Jojutla Mor.,34.22580645
-99.42,18.61,HUAMR,MOR,Huajintl·n Mor.,32.03225806
-99.2,18.65,ZCTMR,MOR,Zacatepec Mor.,32.85483871
-98.91,18.68,LCUMR,MOR,La Cuera Mor.,29.56666667
-98.8,18.7,JNCMR,MOR,Jonacatepec Mor.,29.18333333
-99,18.73,MYOMR,MOR,Moyotepec Mor.,30.4
-99.27,18.74,ALUMR,MOR,Alpuyeca Mor.,30.13333333
-99.33,18.77,RODMR,MOR,El Rodeo Mor.,31.16666667
-98.79,18.78,TMCMR,MOR,Temoac Mor.,27.1875
-98.9,18.8,CUAMR,MOR,Cuautla Mor.,26.76785714
-98.75,18.81,TLOMR,MOR,Tlacotepec Mor.,24.61111111
-99.2,18.9,CUEMR,MOR,Cuernavaca Mor.,28.29310345
-99.2,18.9,TEMMR,MOR,Temixco Mor.,31.6
-99.1,18.9,YAHMR,MOR,Yautepec Mor.,28.43870968
-98.9,18.9,OAXMR,MOR,Oaxtepec Mor.,26.75
-99.22,18.91,OBSMR,MOR,Observatorio de Morelos Mor.,27.6483871
-99.19,18.92,SLDMR,MOR,Solidaridad Mor.,23.59677419
-98.92,18.99,TOTMR,MOR,Totoloapan Mor.,26.75833333
-99.26,19.03,HUIMR,MOR,Huitzilac Mor.,19.39
-98.94,19.04,TLCMR,MOR,Tlacualera Mor.,17.84814815
-99.14,18.52,NEXMR,MOR,Nexpa Mor.,34.9047619
-98.79,18.69,ELPMR,MOR,El PeÒÛn Mor.,25.66666667
-98.9,18.94,ATLMR,MOR,Atlatlahucan Mor.,27.00967742
-99.25,19.05,TRESMARIAS,MOR,Tres MarÌas Mor. SMN*,17.01935484
-99.25,18.68,XXOMR,MOR,Xoxocotla Mor.,33.03125
-99.26,18.73,OACMR,MOR,Oacalco Mor.,28.0952381
-99.16,18.77,PROMR,MOR,Progreso Mor.,25.98823529
-98.94,18.54,SHUAUTLA,MOR,Sierra de Huautla Mor. SMN*,29.94666667
-99.25,18.61,TQGMR,MOR,Tequesquitengo Mor.,31.26666667
-99.46,18.68,APAMR,MOR,Apacingo Mor.,29.73684211
-98.96,18.85,CASMR,MOR,Casasano Mor.,26
-98.71,18.88,TETMR,MOR,Tetela del Volc·n Mor.,23.85416667
-99.16,18.88,IMTA,MOR,Instituto Mexicano de TecnologÌa del Agua Mor.*,27.45666667
-99.23,18.93,CUERNAVACAob,MOR,Observatorio de Cuernavaca Mor. SMN*,27.86
-98.78,18.94,HUXMR,MOR,Huecahuaxco Mor.,22.4
-99.31,19.05,LZEMPOALA,MOR,Lagunas de Zempoala Mor. SMN*,18.08387097
-105.14,20.89,GAVNR,NAY,Gaviotas Nay.,32.925
-104.89,21.49,TEPNR,NAY,Tepic Nay.,27.96774194
-105.11,21.83,CAPNR,NAY,Capomal Nay.,30.21612903
-104.52,22.25,JMANR,NAY,Jes˙s MarÌa Nay.,33.21
-105.39,22.47,ACAPONETA,NAY,Acaponeta Nay. SMN*,29.82758621
-105.35,22.49,ACANR,NAY,Acaponeta Nay.,32.34482759
-104.89,21.49,TEPICob,NAY,Observatorio de Tepic Nay. SMN*,28.236
-106.54,21.63,ISLASMARIASMAR,NAY,Islas MarÌas Nay. SEMAR*,26.45185185
-105.29,21.53,SANBLASMAR,NAY,San Blas Nay. SEMAR*,28.33333333
-105.33,22.22,MARISMAS,NAY,Marismas Nacionales Nay. SMN*,30.78148148
-100.01,25.27,AL2NL,NL,Allende Dos N. L.,23.19285714
-100.17,23.68,DARNL,NL,Doctor Arroyo N.L.,21.83870968
-99.78,23.98,ZRGNL,NL,Zaragoza N.L.,23.38965517
-99.82,24.1,ARRNL,NL,Aramberri N.L.,24.95357143
-99.91,24.32,ASCNL,NL,La AscensiÛn N.L.,16.6862069
-99.7,24.78,CRUNL,NL,Crucitas N.L.,23.56666667
-100.08,24.83,GALNL,NL,Galeana N.L.,18.3
-99.58,24.87,CAMNL,NL,Camacho N.L.,26.68518519
-99.4,24.94,CPRNL,NL,JosÈ LÛpez Portillo N.L.,24.01724138
-99.74,24.99,CABNL,NL,Cabezones N.L.,24.47241379
-99.22,24.99,PAMNL,NL,La Pamona N.L.,27.39285714
-100.55,25.03,SRANL,NL,San Rafael N.L.,20.22
-99.83,25.17,MTMNL,NL,Montemorelos N.L.,24.4137931
-100.13,25.43,LBCNL,NL,La Boca N.L.,23.76206897
-99.53,25.5,LERNL,NL,Las Enramadas N.L.,25.53461538
-100.2,25.52,ECSNL,NL,El Cerrito N.L.,24.625
-100.27,25.68,MTRNL,NL,Monterrey N.L.,24.38275862
-100.3,25.73,OBSNL,NL,Observatorio de Nuevo LeÛn N.L.,23.55517241
-100.27,25.8,CANNL,NL,El Canad· N.L.,24.68461538
-100.17,25.95,CDFNL,NL,CiÈnega de Flores N.L.,22.68888889
-99.2,26.02,MDRNL,NL,Madero N.L.,24.82
-99.61,26.09,CRVNL,NL,Cerralvo N.L.,22.62903226
-100.13,27.24,ANHNL,NL,An·huac N.L.,23.35714286
-99.28,25.71,CCHNL,NL,Cuchillo-Solidaridad N.L.,23.18214286
-100.12,23.42,MYNNL,NL,Mier y Noriega N.L.,22.14285714
-99.44,24.98,CARNL,NL,Carmen de los Elizondo Linares N.L.,26.05333333
-100.31,25.58,ELDIENTE,NL,El Diente N. L. SMN*,22.50384615
-100.3,25.73,MONTERREYob,NL,Observatorio de Monterrey N.L. SMN*,24.864
-100.23,26.03,OBSMONTERREY,NL,Observatorio de Monterrey N.L. SMN*,24.11071429
-96.3,17.78,VANOX,OAX,Valle Nacional Oax.,29.52173913
-96.53,17.43,ATEOX,OAX,Atepec Oax.,25.64
-96.91,18.21,LCAOX,OAX,La Carbonera Oax.,21.17391304
-96.45,17.12,SMAOX,OAX,San Antonio Cuajimoloyas Oax.,16.38709677
-96.72,15.81,COZOX,OAX,San Francisco Cozoaltepec Oax.,34.63703704
-95.7,16.01,ASTOX,OAX,Astata Oax.,35
